Date,Close
2023-05-12,171.08338928222656
2023-05-15,170.58767700195312
2023-05-16,170.58767700195312
2023-05-17,171.20233154296875
2023-05-18,173.54200744628906
2023-05-19,173.6510772705078
2023-05-22,172.69931030273438
2023-05-23,170.08204650878906
2023-05-24,170.35963439941406
2023-05-25,171.49974060058594
2023-05-26,173.91871643066406
2023-05-30,175.7726287841797
2023-05-31,175.72303771972656
2023-06-01,178.53855895996094
2023-06-02,179.3911895751953
2023-06-05,178.03298950195312
2023-06-06,177.66616821289062
2023-06-07,176.28814697265625
2023-06-08,179.0144500732422
2023-06-09,179.40109252929688
2023-06-12,182.2067108154297
2023-06-13,181.73081970214844
2023-06-14,182.36534118652344
2023-06-15,184.4075927734375
2023-06-16,183.32699584960938
2023-06-20,183.41619873046875
2023-06-21,182.37525939941406
2023-06-22,185.38905334472656
2023-06-23,185.0718231201172
2023-06-26,183.67396545410156
2023-06-27,186.43991088867188
2023-06-28,187.6196746826172
2023-06-29,187.95675659179688
2023-06-30,192.2990264892578
2023-07-03,190.8020477294922
2023-07-05,189.68174743652344
2023-07-06,190.15762329101562
2023-07-07,189.03733825683594
2023-07-10,186.9851837158203
2023-07-11,186.4597625732422
2023-07-12,188.13519287109375
2023-07-13,188.89854431152344
2023-07-14,189.04727172851562
2023-07-17,192.31884765625
2023-07-18,192.06109619140625
2023-07-19,193.4192657470703
2023-07-20,191.46627807617188
2023-07-21,190.2864990234375
2023-07-24,191.0895233154297
2023-07-25,191.9520263671875
2023-07-26,192.82444763183594
2023-07-27,191.5554656982422
2023-07-28,194.14297485351562
2023-07-31,194.7576446533203
2023-08-01,193.9248809814453
2023-08-02,190.92100524902344
2023-08-03,189.5231475830078
2023-08-04,180.4221954345703
2023-08-07,177.30926513671875
2023-08-08,178.25108337402344
2023-08-09,176.65496826171875
2023-08-10,176.43685913085938
2023-08-11,176.4964141845703
2023-08-14,178.15428161621094
2023-08-15,176.15887451171875
2023-08-16,175.28529357910156
2023-08-17,172.73399353027344
2023-08-18,173.22042846679688
2023-08-21,174.5605926513672
2023-08-22,175.9404754638672
2023-08-23,179.80218505859375
2023-08-24,175.09669494628906
2023-08-25,177.31045532226562
2023-08-28,178.87896728515625
2023-08-29,182.7803497314453
2023-08-30,186.28466796875
2023-08-31,186.50306701660156
2023-09-01,188.0814971923828
2023-09-05,188.3197479248047
2023-09-06,181.57916259765625
2023-09-07,176.26806640625
2023-09-08,176.88357543945312
2023-09-11,178.0550079345703
2023-09-12,175.01727294921875
2023-09-13,172.9424591064453
2023-09-14,174.4613494873047
2023-09-15,173.73663330078125
2023-09-18,176.6751251220703
2023-09-19,177.76710510253906
2023-09-20,174.21315002441406
2023-09-21,172.6644744873047
2023-09-22,173.51824951171875
2023-09-25,174.79884338378906
2023-09-26,170.70883178710938
2023-09-27,169.18995666503906
2023-09-28,169.4480743408203
2023-09-29,169.96429443359375
2023-10-02,172.48580932617188
2023-10-03,171.1456298828125
2023-10-04,172.39645385742188
2023-10-05,173.63735961914062
2023-10-06,176.19859313964844
2023-10-09,177.68768310546875
2023-10-10,177.09205627441406
2023-10-11,178.49179077148438
2023-10-12,179.3951873779297
2023-10-13,177.5487060546875
2023-10-16,177.41964721679688
2023-10-17,175.861083984375
2023-10-18,174.5605926513672
2023-10-19,174.18338012695312
2023-10-20,171.62213134765625
2023-10-23,171.74127197265625
2023-10-24,172.17803955078125
2023-10-25,169.8551025390625
2023-10-26,165.67572021484375
2023-10-27,166.9960479736328
2023-10-30,169.05096435546875
2023-10-31,169.52748107910156
2023-11-01,172.70419311523438
2023-11-02,176.2779998779297
2023-11-03,175.36468505859375
2023-11-06,177.92593383789062
2023-11-07,180.49708557128906
2023-11-08,181.55929565429688
2023-11-09,181.08279418945312
2023-11-10,185.28753662109375
2023-11-13,183.69711303710938
2023-11-14,186.3213348388672
2023-11-15,186.887939453125
2023-11-16,188.5778045654297
2023-11-17,188.55792236328125
2023-11-20,190.30740356445312
2023-11-21,189.50225830078125
2023-11-22,190.16824340820312
2023-11-24,188.8362579345703
2023-11-27,188.65731811523438
2023-11-28,189.263671875
2023-11-29,188.2398223876953
2023-11-30,188.8163604736328
2023-12-01,190.09866333007812
2023-12-04,188.29945373535156
2023-12-05,192.26565551757812
2023-12-06,191.1722412109375
2023-12-07,193.110595703125
2023-12-08,194.54197692871094
2023-12-11,192.02706909179688
2023-12-12,193.5479736328125
2023-12-13,196.77857971191406
2023-12-14,196.9276580810547
2023-12-15,196.39089965820312
2023-12-18,194.7209014892578
2023-12-19,195.76466369628906
2023-12-20,193.66725158691406
2023-12-21,193.5181121826172
2023-12-22,192.44459533691406
2023-12-26,191.8978729248047
2023-12-27,191.9972686767578
2023-12-28,192.42469787597656
2023-12-29,191.38096618652344
2024-01-02,184.53208923339844
2024-01-03,183.150390625
2024-01-04,180.82437133789062
2024-01-05,180.09869384765625
2024-01-08,184.4525604248047
2024-01-09,184.03506469726562
2024-01-10,185.07879638671875
2024-01-11,184.4823760986328
2024-01-12,184.81040954589844
2024-01-16,182.53407287597656
2024-01-17,181.58973693847656
2024-01-18,187.50425720214844
2024-01-19,190.416748046875
2024-01-22,192.73284912109375
2024-01-23,194.01513671875
2024-01-24,193.33920288085938
2024-01-25,193.0111846923828
2024-01-26,191.27163696289062
2024-01-29,190.5857391357422
2024-01-30,186.91775512695312
2024-01-31,183.2994842529297
2024-02-01,185.74481201171875
2024-02-02,184.7408447265625
2024-02-05,186.55990600585938
2024-02-06,188.1702423095703
2024-02-07,188.27960205078125
2024-02-08,187.1960906982422
2024-02-09,187.9624786376953
2024-02-12,186.2704620361328
2024-02-13,184.1703643798828
2024-02-14,183.2845458984375
2024-02-15,182.9959259033203
2024-02-16,181.45318603515625
2024-02-20,180.70672607421875
2024-02-21,181.4631805419922
2024-02-22,183.5035400390625
2024-02-23,181.66221618652344
2024-02-26,180.30862426757812
2024-02-27,181.77169799804688
2024-02-28,180.5673828125
2024-02-29,179.90052795410156
2024-03-01,178.815673828125
2024-03-04,174.27708435058594
2024-03-05,169.32049560546875
2024-03-06,168.32518005371094
2024-03-07,168.2057647705078
2024-03-08,169.92762756347656
2024-03-11,171.93814086914062
2024-03-12,172.41586303710938
2024-03-13,170.32574462890625
2024-03-14,172.1869659423828
2024-03-15,171.80874633789062
2024-03-18,172.90357971191406
2024-03-19,175.25247192382812
2024-03-20,177.83030700683594
2024-03-21,170.5646209716797
2024-03-22,171.47035217285156
2024-03-25,170.0470733642578
2024-03-26,168.9124298095703
2024-03-27,172.49551391601562
2024-03-28,170.67410278320312
2024-04-01,169.2309112548828
2024-04-02,168.04649353027344
2024-04-03,168.85269165039062
2024-04-04,168.026611328125
2024-04-05,168.7830352783203
2024-04-08,167.65834045410156
2024-04-09,168.8726043701172
2024-04-10,166.99148559570312
2024-04-11,174.21737670898438
2024-04-12,175.72027587890625
2024-04-15,171.87840270996094
2024-04-16,168.583984375
2024-04-17,167.21046447753906
2024-04-18,166.2549591064453
2024-04-19,164.2245635986328
2024-04-22,165.0605926513672
2024-04-23,166.11561584472656
2024-04-24,168.2256622314453
2024-04-25,169.09158325195312
2024-04-26,168.5043487548828
2024-04-29,172.68460083007812
2024-04-30,169.52951049804688
2024-05-01,168.5043487548828
2024-05-02,172.21682739257812
2024-05-03,182.51817321777344
2024-05-06,180.8560333251953
